profile_id,profile_email,profile_username,profile_birthdate,profile_age,profile_password,profile_gender,profile_degree,profile_family_situation,profile_children_situation,profile_country,profile_height,profile_smoke,profile_languages,profile_preferences_gender,profile_preferences_min_age,profile_preferences_max_age,profile_preferences_countries
xm4KJmTd0l7OMwAlee,ljuba.(given.name)@gmail.com,Ljuba (given name),1954-05-12,68,vKphKBkgdReXWAYfjt,Woman,Undergraduate,Widower,Yes living with me,Bulgaria,170.0,Yes occasionally,Italian Lithuanian Dutch Bulgarian,Woman,61,73,Romania Ukraine Iceland Czech Republic Sweden Turkey Norway Finland Denmark Poland Slovenia France Germany
3bMxlVAWNEgljIbgLH,ljubica@gmail.com,Ljubica,1977-11-10,44,sEv7wgZA3ztRkkM4xZ,Woman,Phd,Divorced,Yes living with me,Bulgaria,190.0,Yes regularly,English Russian Bulgarian,Man,37,54,Latvia Netherlands Sweden Hungary Ukraine Poland Slovenia France Portugal Germany Spain
Nww5lFyClZG9LVMrPK,magdalena.(given.name)@gmail.com,Magdalena (given name),1950-05-07,72,KGIxafpZ7yLixc8L39,Woman,Undergraduate,Never married,Yes but not living with me,Bulgaria,172.0,Yes occasionally,Ukrainian Bulgarian,Woman,64,78,Latvia Norway Denmark Slovakia Slovenia Spain Russia
4Kd6HZyorOPQBrLAmo,margarita.(given.name)@gmail.com,Margarita (given name),1962-09-24,59,WQbZTWb9esWx7ekndL,Woman,Phd,Widower,Yes but not living with me,Bulgaria,152.0,Yes occasionally,Slovene Bulgarian,Woman,54,67,Romania United Kingdom Netherlands Sweden Czech Republic Latvia Finland Denmark Italy Slovenia Serbia France Estonia
3G717eUqWiMoe9XI1X,maria.(given.name)@gmail.com,Maria (given name),1988-06-05,34,vt9i38cj8DcUtHdCJl,Woman,Phd,Separate,No,Bulgaria,160.0,No,Ukrainian Spanish Bulgarian,Man,24,41,Netherlands Finland Slovenia Lithuania
0alOnnVVZr3xnVkizt,marta.(given.name)@gmail.com,Marta (given name),1968-06-15,54,Vcy6htnrcZup7nX64N,Woman,Secondary School,Never married,No,Bulgaria,160.0,No,Bulgarian,Woman,49,64,Latvia Czech Republic Romania Turkey Ukraine Finland Slovakia France Germany Spain Russia
DeADREdgrE8iLbLK55,melania@gmail.com,Melania,1954-05-27,68,C1jrZH0Lr5XRiC2KPA,Woman,Phd,Never married,Yes but not living with me,Bulgaria,180.0,Yes regularly,Icelandic Czech Turkish Bulgarian,Man,62,74,Netherlands Czech Republic Romania Ukraine United Kingdom Italy Lithuania France Iceland Russia Spain
lTGE7iA0t3ixvAJUSU,milena.(given.name)@gmail.com,Milena (given name),1963-12-10,58,tFDYV9lvVQihz6BRpe,Woman,Secondary School,Separate,Yes but not living with me,Bulgaria,147.0,Yes occasionally,Romaninian Bulgarian,Woman,48,68,Sweden Romania Hungary Norway Ukraine Poland United Kingdom Slovenia Serbia France Germany Croatia
JSosXYwm1cxmLbffGT,milica@gmail.com,Milica,1997-06-01,25,qSriE84Fl6mcNvThZ2,Woman,Postgraduate,Divorced,Yes but not living with me,Bulgaria,165.0,Yes regularly,Ukrainian Bulgarian Hungarian,Man,17,31,Romania Hungary Ukraine United Kingdom Iceland Spain Russia Latvia Sweden Turkey Slovakia Slovenia France Serbia Estonia Croatia
oXuUcNgI0JyqMP7W3Z,mira.(given.name)@gmail.com,Mira (given name),1989-10-11,32,XivkkiMNtn7uVTBYYT,Woman,Undergraduate,Widower,Yes living with me,Bulgaria,157.0,Yes occasionally,French Danish Finnish Bulgarian,Man,22,37,Romania Hungary Norway Slovenia Portugal Russia Spain
zvHLOgzOLtCL1Gw3n5,monika.(given.name)@gmail.com,Monika (given name),1968-07-23,54,pidOgqbHyRakcWeciD,Woman,Elementary School,Separate,Yes living with me,Bulgaria,162.0,Yes occasionally,Latvian Finnish Bulgarian,Woman,49,62,Netherlands Turkey Hungary Poland Slovakia Slovenia Lithuania France Portugal Spain
gG8YwLXjCrQ1koS1Lg,nadezhda.(given.name)@gmail.com,Nadezhda (given name),2001-02-25,21,xklY0HcLUAmmxSnAKE,Woman,Elementary School,Never married,Yes living with me,Bulgaria,182.0,No,Bulgarian,Woman,14,31,Latvia Turkey Norway Ukraine Slovakia Slovenia Bulgaria Portugal Iceland Russia
cH55M9BZyAhmPMLL3o,nadia@gmail.com,Nadia,2005-07-25,17,3hkrBGkNjdqB7Iso4c,Woman,Undergraduate,Divorced,Yes living with me,Bulgaria,149.0,No,Russian Bulgarian,Man,12,24,Slovenia Lithuania Spain
JTWsdDBndb7N0Fifjz,natalia.(given.name)@gmail.com,Natalia (given name),1966-02-16,56,nSbJAR95BeYEnrenLe,Woman,Elementary School,Divorced,Yes but not living with me,Bulgaria,180.0,Yes regularly,Icelandic Hungarian Bulgarian,Man,50,61,Sweden Czech Republic Netherlands Turkey Romania Norway Ukraine Denmark Slovakia Portugal Estonia
jtTU87KXeePFLIRyiw,natasha@gmail.com,Natasha,1978-03-23,44,sAXDaxKNfmLMFE6XzR,Woman,Undergraduate,Separate,Yes but not living with me,Bulgaria,182.0,Yes occasionally,Lithuanian Bulgarian,Woman,36,53,Netherlands Latvia Norway United Kingdom Italy Bulgaria Serbia Portugal Germany Iceland Russia
6BmNM8EVYgnaARJD9V,nevena@gmail.com,Nevena,1957-12-05,64,2ZCsBn1jnOl5NQyJWU,Woman,Undergraduate,Separate,No,Bulgaria,187.0,No,Bulgarian,Woman,55,72,Romania Ukraine United Kingdom Portugal Iceland Sweden Latvia Turkey Norway Bulgaria France Croatia Estonia
2DpbGXxinFlw9x7NBp,nia.(given.name)@gmail.com,Nia (given name),1969-02-21,53,Lb5oEhHuIJUTIM5L0f,Woman,Phd,Never married,No,Bulgaria,172.0,Yes occasionally,Hungarian Bulgarian,Man,45,59,Romania Hungary Ukraine Iceland Russia Czech Republic Latvia Sweden Turkey Finland Poland Slovenia Lithuania Bulgaria Germany Estonia
mAUIZyEZkOfhOkFANi,nikolina@gmail.com,Nikolina,1951-06-29,71,5D2qYKD4xnetunkeS3,Woman,Undergraduate,Divorced,Yes but not living with me,Bulgaria,149.0,No,Bulgarian,Man,61,79,Denmark
AfDgHjL0MM1Zmff2iS,nina.(name)@gmail.com,Nina (name),1978-09-05,43,Y6d9d9dFmDHPWmp4WO,Woman,Phd,Divorced,Yes but not living with me,Bulgaria,157.0,No,German Norwegian Bulgarian,Woman,35,52,Hungary Slovenia
I2cXhpkFKPHNEMPDZV,olga.(name)@gmail.com,Olga (name),2004-02-24,18,t6aTpG3fMgdM9fS7vy,Woman,Undergraduate,Separate,No,Bulgaria,149.0,Yes regularly,Lithuanian Croatian Turkish Bulgarian,Woman,11,27,Sweden Czech Republic Turkey Italy United Kingdom Slovenia France Bulgaria Lithuania Russia
PcSckff9WoMN4TiUy3,radmila@gmail.com,Radmila,1982-01-28,40,Gj9y0DiRV9lWebQWa6,Woman,Postgraduate,Never married,No,Bulgaria,147.0,Yes regularly,Swedish Bulgarian,Man,31,50,Norway Italy United Kingdom Portugal Estonia Croatia Russia
FgNtC1obV8Aw0sVChR,ramona.(name)@gmail.com,Ramona (name),2001-04-15,21,7RmoIcKVJpP1AcOGYS,Woman,Postgraduate,Widower,No,Bulgaria,149.0,No,Latvian German Estonian Bulgarian,Man,13,26,Netherlands Turkey Poland Serbia Iceland Spain
3kJq5lwF08CwqnA7fJ,roberta.(given.name)@gmail.com,Roberta (given name),2001-07-13,21,EOHnqRmdToMFrqaCLe,Woman,Undergraduate,Never married,Yes living with me,Bulgaria,170.0,Yes regularly,Bulgarian,Woman,14,27,Czech Republic Romania Turkey Hungary Norway Poland Italy Slovakia Serbia Spain Russia
ClnnUkmDytW4shvtvv,ruslana.(given.name)@gmail.com,Ruslana (given name),1964-01-28,58,ad7fbNlf2sFbcXSVQn,Woman,Secondary School,Separate,No,Bulgaria,175.0,No,Icelandic Portuguese Bulgarian,Man,52,67,Romania Turkey Hungary Ukraine Italy Slovakia Germany Estonia
Lpv3AF8yjkSiYgoH8G,siana.(given.name)@gmail.com,Siana (given name),1950-11-06,71,b2kmBrTqhprFVeeCqX,Woman,Elementary School,Never married,Yes but not living with me,Bulgaria,149.0,Yes occasionally,Russian Bulgarian,Woman,64,78,Sweden Latvia Romania Hungary Finland Denmark Slovenia Slovakia Lithuania Croatia
1dQBNMV9YLaKyzRxUn,silvia@gmail.com,Silvia,1991-09-15,30,EGUewvYhmLbQHLFnkj,Woman,Undergraduate,Never married,Yes but not living with me,Bulgaria,162.0,No,Italian Czech Norwegian Bulgarian,Woman,21,39,Netherlands Romania Hungary Norway Poland Denmark Italy United Kingdom Slovenia France Bulgaria Croatia
mL4SqrRQBC4mcNxxdl,slava.(given.name)@gmail.com,Slava (given name),1977-07-04,45,5EP3ECFeo4a1YKKg0a,Woman,Elementary School,Divorced,Yes but not living with me,Bulgaria,165.0,No,Swedish Bulgarian,Man,36,54,Czech Republic Sweden Romania Finland Denmark Serbia France Germany Iceland Croatia
LxKhTFQzguPvHNh31V,snežana@gmail.com,Snežana,1994-04-29,28,ALyLDUaCaVnDD2b7mZ,Woman,Postgraduate,Separate,Yes but not living with me,Bulgaria,175.0,No,Portuguese Danish Finnish Bulgarian,Man,21,34,Netherlands Turkey Ukraine United Kingdom Slovakia Bulgaria Lithuania Portugal Iceland Spain
In092t4sj00jmwxnnl,sophia.(given.name)@gmail.com,Sophia (given name),1976-04-08,46,tI37ioq6TnD1Y1J0ck,Woman,Postgraduate,Divorced,No,Bulgaria,147.0,No,Bulgarian,Woman,40,56,Estonia Russia
NELIZRBDUAdNq9mrmz,stefania.(name)@gmail.com,Stefania (name),1969-04-08,53,axswM9wN0h2dx8OBWX,Woman,Phd,Widower,Yes but not living with me,Bulgaria,190.0,Yes regularly,Slovak Danish Swedish Bulgarian,Man,48,58,Turkey Norway Finland Denmark Slovakia Bulgaria Lithuania Iceland Croatia Spain Russia
oOKAc010Gy4fQLjLR9,svetla@gmail.com,Svetla,2004-03-10,18,PM7t2B7F8AYulPO0qN,Woman,Elementary School,Divorced,Yes but not living with me,Bulgaria,175.0,Yes occasionally,Slovak Russian Estonian Bulgarian,Woman,10,24,Iceland Germany Spain
VudsP7oJ6N0FKR5jjQ,tanya.(name)@gmail.com,Tanya (name),1977-09-13,44,rxZ7RGfhBj4lK5rAEJ,Woman,Undergraduate,Separate,Yes living with me,Bulgaria,147.0,Yes occasionally,Bulgarian,Man,38,54,Romania Ukraine United Kingdom Portugal Iceland Spain Turkey Norway Denmark Italy Slovakia Slovenia Serbia Estonia
vvYsxopaMocjkSG6rQ,tatiana@gmail.com,Tatiana,1973-07-06,49,1bLbvZsUzfNgizp8iO,Woman,Postgraduate,Never married,No,Bulgaria,185.0,Yes regularly,Slovene Bulgarian,Man,43,58,Romania Hungary Ukraine United Kingdom Portugal Iceland Latvia Czech Republic Turkey Poland Denmark Slovenia Slovakia Lithuania Germany Estonia
eHYj6fwH2F46KGhni3,teodora@gmail.com,Teodora,1971-09-12,50,yqsQmOENEOrv7VNeaa,Woman,Secondary School,Never married,No,Bulgaria,185.0,Yes occasionally,Russian Bulgarian,Man,40,57,Romania United Kingdom Portugal Iceland Russia Latvia Norway Finland Denmark Italy France Lithuania Germany
G8LxVYw6hH3011nSHe,valeria.(given.name)@gmail.com,Valeria (given name),1981-08-11,40,vkSKkQjm7oT99umDCl,Woman,Undergraduate,Widower,No,Bulgaria,149.0,No,Slovak Spanish Slovene Bulgarian,Woman,34,47,Sweden Turkey Finland Ukraine Denmark Slovenia Bulgaria Germany Russia
3NeuTkC342wAq0B5G0,veronica.(name)@gmail.com,Veronica (name),1999-09-10,22,p55jtgb12Tvmim6kzg,Woman,Undergraduate,Never married,No,Bulgaria,167.0,No,Bulgarian,Man,17,32,Latvia Poland Slovenia Portugal Germany
peLuQbTNDvWj2ejHvL,vesna.(given.name)@gmail.com,Vesna (given name),1959-04-10,63,9hMFkCJcxAs3x8bC24,Woman,Secondary School,Separate,No,Bulgaria,147.0,No,Italian Danish Turkish Bulgarian,Woman,57,68,Turkey Finland Italy Bulgaria Iceland
gbsoTAqgksDsUcImrq,viera.(given.name)@gmail.com,Viera (given name),1996-03-14,26,4H0VO8UdNWn8NwYLnl,Woman,Postgraduate,Divorced,Yes living with me,Bulgaria,147.0,Yes occasionally,Polish Spanish Norwegian Bulgarian,Woman,18,36,Sweden Latvia Norway Serbia Germany Spain Estonia
uX04Xf3MURjAYyzqc4,violeta.(given.name)@gmail.com,Violeta (given name),1983-07-19,39,rLJDbwc1ruClAJ7Ycx,Woman,Postgraduate,Separate,Yes but not living with me,Bulgaria,167.0,No,Slovak Slovene Bulgarian,Man,31,48,Turkey Norway Finland Ukraine Poland United Kingdom Slovakia Germany
0uhkcE4LZRGOVld1OP,yordanka@gmail.com,Yordanka,1983-06-15,39,TGKos8p5RFxSPubiLU,Woman,Postgraduate,Divorced,No,Bulgaria,149.0,No,Slovak Bulgarian,Man,32,46,Romania Norway Denmark Slovakia Bulgaria Germany Croatia
Y30FlQ334S4evxDONI,ana.(given.name)@gmail.com,Ana (given name),1954-04-01,68,dcsekPNgez24nnAqY6,Woman,Postgraduate,Widower,No,Croatia,165.0,Yes occasionally,Estonian Croatian,Man,59,78,Romania Hungary Iceland Spain Russia Czech Republic Latvia Netherlands Finland Poland Denmark Italy Slovenia Bulgaria Germany Estonia
zuNM5BZLnWCAzllVUE,andrijana@gmail.com,Andrijana,2001-03-28,21,SST8iGNBF7zSfxm2jx,Woman,Undergraduate,Never married,Yes but not living with me,Croatia,190.0,Yes occasionally,Polish Bulgarian Romaninian Croatian,Woman,11,28,Romania Hungary Portugal Spain Russia Czech Republic Norway Finland Denmark Poland Slovakia Slovenia France Bulgaria Lithuania
WJmqfdI7IP9GbRSBGj,antonela@gmail.com,Antonela,1952-08-11,69,G2huoaxd056gQnq7cQ,Woman,Secondary School,Never married,Yes but not living with me,Croatia,172.0,Yes regularly,Croatian,Woman,63,77,Romania Ukraine United Kingdom Russia Netherlands Sweden Norway Finland Denmark Poland Italy Bulgaria Lithuania Serbia France
IC8QqXNjivX4ymWP28,antonija@gmail.com,Antonija,1979-10-04,42,bQq9HwKrkoVCSK5LAU,Woman,Phd,Widower,No,Croatia,154.0,Yes regularly,Polish Icelandic Slovene Croatian,Man,33,50,Romania Hungary Portugal Russia Netherlands Turkey Finland Slovenia Slovakia Lithuania Bulgaria Germany Croatia
aw3G5CX8NvplUxu6my,biljana.(name)@gmail.com,Biljana (name),1987-02-07,35,ZcfmHQeNm4kEJGs3wG,Woman,Elementary School,Divorced,Yes but not living with me,Croatia,149.0,Yes regularly,Icelandic Danish Czech Croatian,Man,29,43,Ukraine Portugal Iceland Russia Sweden Turkey Denmark Poland Slovenia Slovakia Lithuania Germany Estonia Croatia
tpxNe9BxtIBPP8qdMR,božena@gmail.com,Božena,1990-08-08,31,buN28rZ0tckmIztctJ,Woman,Postgraduate,Never married,Yes but not living with me,Croatia,160.0,Yes occasionally,Ukrainian Serbian Croatian,Woman,24,41,Hungary
W0SQD4HTVtfbdTirKC,branka@gmail.com,Branka,1958-07-17,64,gfM0WUBVQseeZm2hVD,Woman,Phd,Widower,Yes living with me,Croatia,187.0,No,Polish Croatian,Woman,59,73,Netherlands Latvia Czech Republic Finland Ukraine Denmark United Kingdom Italy Portugal Germany Estonia Croatia
QhyAY3eYSHvER6zB8y,danica.(given.name)@gmail.com,Danica (given name),1962-02-10,60,mm67Acbuuo20fw8pLf,Woman,Secondary School,Widower,No,Croatia,154.0,Yes occasionally,Croatian,Woman,55,70,United Kingdom Portugal Iceland Russia Latvia Sweden Czech Republic Norway Slovakia Serbia France Lithuania Germany Croatia Estonia
HFBu5ChWrvRQ5HfLGV,daria.(name)@gmail.com,Daria (name),1989-12-02,32,Xe2j6AsINDLZolWc4F,Woman,Phd,Separate,Yes living with me,Croatia,157.0,Yes regularly,German Norwegian Croatian,Woman,26,42,France
wXsWN9NfjzOJGcbuOq,denisa@gmail.com,Denisa,1988-10-24,33,m1TGdGrDgmUnrwlBQu,Woman,Elementary School,Divorced,Yes but not living with me,Croatia,167.0,Yes regularly,Croatian,Man,23,39,Latvia Denmark Poland Lithuania France Germany
JxxJPiUqdwg8adgJNs,dijana@gmail.com,Dijana,1991-02-02,31,PGYQ6nTYVyuIf898PM,Woman,Secondary School,Widower,No,Croatia,172.0,Yes regularly,Croatian,Man,22,41,Netherlands Finland Slovakia Serbia France Croatia Spain
ZWm9fNmI8yJXpNdHhH,dora.(given.name)@gmail.com,Dora (given name),1956-06-20,66,jXOmyiWrU6ToSzd6FV,Woman,Phd,Separate,No,Croatia,149.0,Yes occasionally,Estonian Croatian,Woman,57,74,Hungary Ukraine United Kingdom Portugal Iceland Spain Latvia Czech Republic Netherlands Norway Finland Poland Italy Bulgaria Serbia Estonia Croatia
eYgV3YeC5svoxRNmPH,draga.(given.name)@gmail.com,Draga (given name),1975-02-21,47,yYKykVooUSLq849nZC,Woman,Undergraduate,Divorced,Yes but not living with me,Croatia,187.0,Yes regularly,Croatian,Man,38,54,Poland
jZMdjSDzGNMo4HQthB,dragica@gmail.com,Dragica,1980-06-03,42,3j1ZhmMEy24wR3OGIM,Woman,Elementary School,Widower,Yes living with me,Croatia,172.0,Yes regularly,Spanish Croatian,Man,37,49,Czech Republic Turkey Ukraine Slovenia Serbia France Lithuania Germany Russia
XBHhjMflrElKy86Aud,dunja@gmail.com,Dunja,1986-08-12,35,pmiv0Ch9127LllwYwu,Woman,Undergraduate,Divorced,Yes but not living with me,Croatia,175.0,Yes regularly,Croatian,Woman,25,44,Iceland
byZKszJ1oVTBMiGVQr,elena.(given.name)@gmail.com,Elena (given name),1997-09-08,24,g5Zj3azxd5tesvSqry,Woman,Postgraduate,Widower,Yes living with me,Croatia,185.0,No,Polish Danish Slovene Croatian,Woman,17,33,Sweden Romania Hungary Norway Italy Bulgaria Estonia Spain Croatia Russia
19Z6ocsmIkEbKSeo1V,gabrijela@gmail.com,Gabrijela,1988-08-14,33,yM2u9KSC5y5oHlkTCw,Woman,Elementary School,Never married,Yes living with me,Croatia,162.0,Yes occasionally,Croatian,Man,25,39,Latvia Sweden Italy Slovenia Serbia
pyqiI8pqxOmfeik5ue,galina@gmail.com,Galina,1952-02-18,70,9IPlPusoKN5IqskQDO,Woman,Postgraduate,Separate,No,Croatia,152.0,No,Croatian,Man,64,78,Hungary Norway Ukraine Poland United Kingdom Slovakia Germany
DiDr8aH8S7zMHcGeqI,gorana@gmail.com,Gorana,1957-06-02,65,dH4uPFVtry5PMZMur0,Woman,Postgraduate,Divorced,No,Croatia,167.0,Yes regularly,Croatian,Man,58,73,Hungary Poland United Kingdom Slovenia Iceland
CTe3wXGpmeO226dyLK,gordana@gmail.com,Gordana,1992-12-15,29,BmvIGjqolQvBrjRBfF,Woman,Phd,Divorced,Yes living with me,Croatia,185.0,No,Croatian,Woman,24,37,Czech Republic Netherlands Sweden Latvia Norway Ukraine Italy Slovenia Bulgaria Portugal Russia Croatia
OFjKi2DFTgESwZNpHW,ilona@gmail.com,Ilona,1973-07-13,49,QqWdNVtFmM3ysr902g,Woman,Undergraduate,Widower,No,Croatia,190.0,No,Lithuanian Finnish Slovene Croatian,Man,42,54,Latvia Netherlands Romania Hungary Italy Slovakia Bulgaria Lithuania Estonia
jzUZ6vT5toiVHl9FXM,irina@gmail.com,Irina,1951-04-04,71,HiWQ0bur7MoDb0qzMh,Woman,Undergraduate,Never married,Yes but not living with me,Croatia,152.0,No,Croatian,Man,66,80,Ukraine United Kingdom Italy Slovenia Bulgaria Estonia
4Zqb09fweQMfLvJsBp,iva.(given.name)@gmail.com,Iva (given name),1999-01-06,23,YfBVzEQmYWa1HZMGC2,Woman,Undergraduate,Divorced,Yes living with me,Croatia,149.0,Yes occasionally,Italian Latvian Danish Croatian,Man,13,28,Latvia Netherlands Hungary Norway Poland Slovenia France Bulgaria
0feDXD66OqLNYszLt9,ivana@gmail.com,Ivana,1972-05-05,50,Cl38Zy4zc3tTTobkx1,Woman,Postgraduate,Widower,No,Croatia,185.0,Yes regularly,Croatian,Man,42,57,Czech Republic Latvia Hungary Norway Italy Slovakia Slovenia Lithuania Portugal Iceland Russia
reU9WzgESWLuG2Mung,jadranka@gmail.com,Jadranka,1995-08-02,26,tDmHOLU7lH5wfsgNqV,Woman,Undergraduate,Never married,Yes living with me,Croatia,182.0,Yes occasionally,Hungarian Croatian,Man,17,35,Ukraine Portugal Iceland Latvia Netherlands Norway Finland Denmark Poland Slovakia Lithuania France Bulgaria
qG8yvKd0hdImFjuhZe,janica@gmail.com,Janica,1996-12-26,25,sRG2lQSJfBwl2Z4Lup,Woman,Secondary School,Separate,Yes but not living with me,Croatia,147.0,Yes regularly,French Danish Croatian,Woman,19,32,Hungary Portugal Iceland Spain Latvia Netherlands Norway Italy Slovenia France Lithuania Bulgaria Estonia
UwR0UFc6OWpJSV3Ezs,jasmina@gmail.com,Jasmina,1996-09-13,25,fHTwiyJu53RLv6Hpb0,Woman,Secondary School,Never married,No,Croatia,177.0,No,Bulgarian Croatian,Woman,16,35,Romania Hungary United Kingdom Spain Czech Republic Netherlands Latvia Norway Finland Denmark Poland Italy Slovenia Bulgaria Lithuania Germany
RS7GRdipxiHZM4Gd9E,jasna.(given.name)@gmail.com,Jasna (given name),1976-01-10,46,lcRSDP9TY6g9PafUL2,Woman,Undergraduate,Separate,Yes living with me,Croatia,190.0,Yes occasionally,Croatian,Man,37,56,Latvia Czech Republic Finland Italy Serbia Bulgaria Lithuania Portugal Iceland
b333AOWUDGhxaAf0pJ,jelena@gmail.com,Jelena,1955-10-31,66,28lSNyO9GFacke9GMH,Woman,Postgraduate,Divorced,No,Croatia,149.0,No,Croatian,Man,57,74,Italy
9UHYYQO6XZxMRQ7QuD,julija@gmail.com,Julija,1980-11-26,41,WIMsE2tZ36Al20ZcHz,Woman,Secondary School,Separate,Yes living with me,Croatia,182.0,Yes regularly,Croatian,Man,34,47,United Kingdom
5PamBuc8HTCM2X1EEp,karolina.(name)@gmail.com,Karolina (name),1984-08-04,37,UHREmTiqRFTpQ5uXPO,Woman,Undergraduate,Never married,Yes living with me,Croatia,149.0,Yes occasionally,French Bulgarian German Croatian,Man,32,46,Norway
pjfVjNLx2fm3Pjxftj,katarina.(given.name)@gmail.com,Katarina (given name),2000-05-05,22,n9H0XWSkO3YeZsH2rQ,Woman,Secondary School,Widower,Yes but not living with me,Croatia,147.0,No,Russian Icelandic Croatian,Woman,14,32,Spain Croatia
hIrxxN5KCpmcM5cOnL,kate.(given.name)@gmail.com,Kate (given name),1991-04-22,31,de8WDcxHCLdYirQ93U,Woman,Secondary School,Separate,No,Croatia,152.0,Yes occasionally,Latvian Bulgarian Estonian Croatian,Man,26,36,Hungary United Kingdom Iceland Russia Spain Sweden Czech Republic Latvia Turkey Italy Bulgaria Lithuania Serbia Estonia Croatia
uAsH5aD6xT8x2ZmJlp,katya@gmail.com,Katya,1953-08-11,68,mR5ZEw39BQxYbp6tl2,Woman,Postgraduate,Divorced,No,Croatia,149.0,Yes regularly,French Lithuanian Finnish Croatian,Man,63,77,United Kingdom Portugal Spain Sweden Czech Republic Latvia Turkey Norway Finland Poland Italy Slovakia Lithuania Bulgaria France Estonia
JKcuMPkh11AVqUP1Na,lada.(given.name)@gmail.com,Lada (given name),1975-12-14,46,n9sdhyxwnj7YINlJP7,Woman,Undergraduate,Separate,Yes but not living with me,Croatia,177.0,No,Portuguese Croatian,Man,36,54,Romania Hungary Ukraine Iceland Latvia Sweden Czech Republic Turkey Norway Denmark Italy Slovakia Slovenia Lithuania Serbia France Germany
NEtPVIB1dpa6P2OsxN,lara.(name)@gmail.com,Lara (name),1989-09-04,32,wNrLr5dMKZoL8a0EYE,Woman,Elementary School,Separate,No,Croatia,190.0,Yes occasionally,Czech Croatian,Man,22,39,Czech Republic Romania Norway Poland Slovakia Bulgaria Lithuania Germany Russia Estonia
Iz3QDvQ2N53hKfdvqJ,lina@gmail.com,Lina,1976-06-06,46,Fof6jPrI9QjxcYFhhr,Woman,Phd,Widower,No,Croatia,190.0,Yes regularly,Dutch Croatian,Woman,41,55,United Kingdom
IKmM1J26ZxinZJqUDF,ljuba.(given.name)@gmail.com,Ljuba (given name),2004-07-13,18,t2iqrUcCkBONoFT1te,Woman,Postgraduate,Widower,Yes living with me,Croatia,147.0,Yes occasionally,Romaninian Croatian,Woman,9,27,Czech Republic Netherlands Sweden Hungary Norway Portugal Iceland Spain Estonia
U73Saa9AKEGENLSTF3,ljubica@gmail.com,Ljubica,1958-10-29,63,4dvQyREgtF3Hau4ZFN,Woman,Elementary School,Divorced,Yes but not living with me,Croatia,182.0,Yes occasionally,French Danish Romaninian Croatian,Man,57,72,Romania Hungary Ukraine United Kingdom Russia Latvia Turkey Norway Denmark Poland France Bulgaria Serbia Estonia Croatia
KVLZihPiWMn4INM8UM,ljupka@gmail.com,Ljupka,1994-04-05,28,v96QNweaSSuLhm0yJX,Woman,Undergraduate,Never married,Yes but not living with me,Croatia,149.0,Yes occasionally,Ukrainian Croatian,Woman,23,37,Romania Iceland Spain Netherlands Czech Republic Sweden Turkey Finland Italy Slovenia Slovakia Lithuania Bulgaria Germany
5QPF1USbOrSYf1TtW7,lorena.(name)@gmail.com,Lorena (name),1982-08-18,39,dHdj3ndIrFZHJ7aukB,Woman,Elementary School,Widower,Yes living with me,Croatia,154.0,Yes occasionally,Croatian,Man,33,49,Czech Republic Netherlands Romania Finland Ukraine Poland Italy Slovakia France Germany Estonia
KUJMmy5LyCPGRphxI3,luca.(given.name)@gmail.com,Luca (given name),1975-04-01,47,vh5kO2URgb3UGPqoZZ,Woman,Secondary School,Never married,Yes living with me,Croatia,167.0,Yes regularly,Slovak Croatian,Man,37,54,United Kingdom Portugal Iceland Spain Sweden Czech Republic Latvia Netherlands Turkey Norway Denmark Italy Lithuania Bulgaria France Estonia
eFc1ADBEubaur4iK00,lucija@gmail.com,Lucija,1968-12-27,53,CQu8SvyEDOsKuiYT23,Woman,Phd,Never married,Yes living with me,Croatia,172.0,Yes occasionally,Hungarian Croatian,Man,44,60,Hungary Iceland Sweden Czech Republic Turkey Norway Finland Slovakia Slovenia France Lithuania Bulgaria Croatia
WOoo8GnBsxnk4oLVix,ludmila.(given.name)@gmail.com,Ludmila (given name),1999-11-23,22,wY5m5P30GzfT40C2Ms,Woman,Undergraduate,Separate,Yes but not living with me,Croatia,147.0,Yes regularly,French Croatian,Woman,12,32,Sweden Hungary Denmark United Kingdom Slovenia Bulgaria Lithuania Portugal Iceland Germany Russia
JmOvSIoyYC9kCXHksu,maria.(given.name)@gmail.com,Maria (given name),1971-05-11,51,gJkqOiwSVgLFjhBAPI,Woman,Elementary School,Divorced,No,Croatia,187.0,Yes occasionally,Polish Norwegian Croatian,Man,43,58,Norway Denmark Lithuania Portugal
LxyyqqaAxlXKXh5h3X,marija@gmail.com,Marija,1969-11-02,52,Yu0klUyUOOQvdbNvYx,Woman,Secondary School,Separate,No,Croatia,157.0,No,Norwegian Estonian Croatian,Woman,44,58,Czech Republic Norway Ukraine Poland Slovakia Spain
BFpHSyMaU8TUi7S4Md,marijana@gmail.com,Marijana,2000-08-25,21,ELHZj1AcD6aJm8M8OS,Woman,Elementary School,Divorced,Yes but not living with me,Croatia,182.0,Yes regularly,Ukrainian Hungarian Croatian,Man,16,30,Sweden Norway
QwhmQk3qyZIb5rbGsX,marta.(given.name)@gmail.com,Marta (given name),1973-09-29,48,YlVVhrAf1BSSac5NT6,Woman,Secondary School,Never married,Yes but not living with me,Croatia,187.0,Yes regularly,Croatian,Woman,39,54,Hungary Ukraine Portugal Latvia Netherlands Czech Republic Finland Italy Slovakia France Lithuania Germany Estonia
